ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_EquivalentDiameter,ImagePath,Day,Well,Tile,z,Condition
6,8,54889.94646,264.3634817,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,9,63819.15526,285.0562615,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,10,59750.14872,275.8192382,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,11,47108.86377,244.9099187,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,12,60136.82332,276.7102845,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,13,54699.58358,263.9046663,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,14,48066.62701,247.3870051,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,15,50606.78168,253.8396259,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,16,56579.41701,268.4011013,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,17,53158.83403,260.1613531,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,18,46246.28198,242.6573613,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,19,51790.60083,256.7914349,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,20,56109.45866,267.2840841,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,21,48828.07852,249.3388066,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,22,53604.99703,261.2508412,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,23,50047.59072,252.4333013,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,24,65306.36526,288.3585386,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,25,53218.32243,260.3068816,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,26,60249.85128,276.9702028,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,27,47941.70137,247.0653153,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,28,57168.35217,269.7943785,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,29,49018.4414,249.8243743,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,30,57120.76145,269.6820578,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,31,59107.674,274.3323312,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,32,57870.31529,271.4457108,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,33,48013.08745,247.2491893,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,34,56502.08209,268.2176081,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,35,55026.76978,264.692764,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,36,51945.27067,257.1745959,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,37,50374.77692,253.2570987,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,38,67822.72457,293.8614894,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,39,51879.83343,257.012559,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,40,53426.53183,260.8155921,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,41,44592.50446,238.2791222,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,42,53938.13206,262.061372,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,43,46829.26829,244.1820555,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,44,55603.80726,266.0769931,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,45,48655.56217,248.8979426,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,46,68197.50149,294.6722853,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,47,54229.62522,262.7685357,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,48,51909.57763,257.0862248,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,49,49303.98572,250.5509616,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,50,53491.96907,260.9752677,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,51,57769.18501,271.2084269,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,52,66424.74717,290.8171502,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,53,58132.06425,272.0588962,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,54,53016.06187,259.811752,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
6,55,59494.3486,275.2281914,/app/data/Plaque 2 test/D21_A6.jpg,D21,A6,,,
7,1,62153.48007,281.3116931,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,2,51921.47531,257.1156852,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,3,53718.02499,261.5261243,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,4,53503.86675,261.0042891,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,5,52468.76859,258.467234,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,6,54051.16002,262.3358046,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,7,61814.39619,280.5432831,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,8,47507.43605,245.9437868,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,9,58691.25521,273.3642754,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,10,50023.79536,252.3732839,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,11,50249.85128,252.9428745,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,12,55520.5235,265.8776524,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,13,57400.35693,270.3412738,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,14,49000.59488,249.7788925,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,15,48869.7204,249.4451053,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,16,63010.11303,283.2436542,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,17,66400.95181,290.7650558,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,18,51754.90779,256.7029319,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,19,50220.10708,252.8680017,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,20,38494.94349,221.3894404,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,21,49702.558,251.5616472,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,22,62242.71267,281.5135577,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,23,45336.10946,240.2576271,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,24,50339.08388,253.1673601,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,25,73944.0809,306.836321,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,26,47935.75253,247.0499863,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,27,48007.13861,247.2338717,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,28,46549.67281,243.4520163,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,29,41070.7912,228.6765302,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,30,63872.69482,285.175807,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,31,58512.79001,272.9483433,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,32,40428.31648,226.8808746,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,33,40011.89768,225.7093937,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,34,41350.38667,229.4535846,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,35,47769.18501,246.6203872,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,36,37424.15229,218.2885948,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,37,39101.72516,223.1274585,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,38,70362.87924,299.3138826,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,39,67941.70137,294.1191271,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,40,50803.0934,254.3314914,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,41,38465.19929,221.3038925,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,42,55478.88162,265.777926,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,43,48405.71089,248.2580619,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,44,31885.78227,201.4900467,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,45,37364.66389,218.115033,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,46,42147.53123,231.6547074,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,47,38477.09697,221.3381156,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,48,36044.02142,214.2257534,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,49,45371.8025,240.3521857,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,50,88804.28316,336.2575279,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,51,40666.27008,227.5475845,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,52,34562.76026,209.7776755,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,53,44640.09518,238.4062383,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,54,46835.21713,244.1975646,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
7,55,47073.17073,244.8171205,/app/data/Plaque 2 test/D21_B1.jpg,D21,B1,,,
8,1,73230.22011,305.3516204,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,2,74193.93218,307.3542719,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,3,71534.80071,301.7961847,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,4,69036.28792,296.4788893,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,5,58298.63177,272.4483866,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,6,81850.08923,322.8231255,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,7,42617.48959,232.942639,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,8,48691.25521,248.9892199,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,9,47091.01725,244.863524,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,10,86734.08685,332.3150151,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,11,51160.0238,255.2233638,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,12,40464.00952,226.9810059,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,13,38500.89233,221.406546,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,14,74544.91374,308.0803987,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,15,37608.56633,218.8257614,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,16,27055.32421,185.6014781,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,17,96061.86794,349.7281358,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,18,54080.90422,262.407976,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,19,42665.08031,233.0726656,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,20,78602.02261,316.3529729,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,21,29904.81856,195.1307192,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,22,47055.32421,244.7707082,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,23,23967.87626,174.6907206,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,24,30249.85128,196.2531703,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,25,72831.64783,304.5195135,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,26,43218.32243,234.5789359,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,27,38465.19929,221.3038925,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,28,23438.42951,172.7505002,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,29,50523.49792,253.6306675,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,30,28798.33432,191.4867569,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,31,29155.26472,192.6697589,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,32,69773.94408,298.0586264,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,33,50541.34444,253.6754588,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,34,43593.09935,235.5938411,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,35,34931.58834,210.8940009,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,36,28738.84593,191.2888787,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,37,73188.57823,305.26479,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,38,43343.24807,234.9177248,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,39,26972.04045,185.3155916,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,40,65234.97918,288.2008938,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,41,45413.44438,240.462457,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,42,49369.42296,250.7171746,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,43,70648.42356,299.9206006,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,44,45663.29566,241.1230262,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,45,46121.35634,242.3293931,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,46,43075.55027,234.1911484,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,47,67870.31529,293.9645716,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,48,65318.26294,288.3848043,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,49,59619.27424,275.5170006,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,50,56400.95181,267.9774659,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,51,75960.73766,310.992307,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,52,65312.3141,288.3716718,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,53,82308.14991,323.7251787,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,54,75240.92802,309.5153065,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
8,55,69803.68828,298.1221499,/app/data/Plaque 2 test/D21_B2.jpg,D21,B2,,,
9,1,61641.87983,280.1515287,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,2,71160.0238,301.0045785,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,3,62064.24747,281.1096836,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,4,53010.11303,259.7971751,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,5,53236.16895,260.3505243,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,6,43087.44795,234.2234886,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,7,44003.5693,236.700411,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,8,44015.46698,236.7324083,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,9,52534.20583,258.6283595,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,10,54711.48126,263.9333656,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,11,41165.97264,228.9413555,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,12,39470.55324,224.1773165,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,13,36353.36109,215.1430615,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,14,61296.84711,279.3663718,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,15,44997.02558,239.3574573,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,16,41653.77751,230.2938052,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,17,55419.39322,265.6353948,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,18,46323.61689,242.8601674,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,19,58709.10173,273.4058338,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,20,42920.88043,233.7703195,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,21,76371.20761,311.8314314,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,22,36496.13325,215.565118,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,23,34723.37894,210.2645457,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,24,36799.52409,216.4592555,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,25,42278.40571,232.0140902,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,26,51189.768,255.2975458,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,27,66174.8959,290.2696924,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,28,33676.38311,207.0702844,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,29,34348.60202,209.126752,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,30,36020.22606,214.1550285,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,31,35919.09578,213.8541867,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,32,56627.00773,268.5139578,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,33,42510.41047,232.6498134,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,34,44515.16954,238.0724138,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,35,43414.63415,235.1110993,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,36,75133.8489,309.2949847,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,37,39333.72992,223.7884277,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,38,40226.05592,226.312627,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,39,38875.66924,222.4815485,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,40,88114.21773,334.9485132,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,41,66448.54253,290.8692353,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,42,53265.91315,260.4232459,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,43,43676.38311,235.8187824,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,44,48084.47353,247.4329266,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,45,41380.13087,229.5360952,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,46,37543.12909,218.635305,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,47,60630.57704,277.843928,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,48,56079.71446,267.2132297,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,49,40279.59548,226.4631842,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,50,64991.07674,287.6616223,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,51,60696.01428,277.9938229,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,52,53164.78287,260.1759096,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,53,51867.93575,256.9830868,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,54,50511.60024,253.6008022,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
9,55,45472.93278,240.6198999,/app/data/Plaque 2 test/D21_B3.jpg,D21,B3,,,
10,1,77977.39441,315.0934816,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,2,81487.20999,322.1067186,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,3,70434.26532,299.4656773,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,4,62474.71743,282.0377294,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,5,65014.8721,287.7142787,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,6,48370.01785,248.1665157,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,7,72712.67103,304.2706824,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,8,55966.6865,266.9438114,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,9,61677.57287,280.2326262,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,10,54080.90422,262.407976,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,11,38465.19929,221.3038925,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,12,50987.50744,254.7926819,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,13,62308.14991,281.6614997,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,14,32427.12671,203.1932579,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,15,45199.28614,239.8948072,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,16,39048.1856,222.9746489,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,17,86722.18917,332.2922218,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,18,47709.69661,246.4667775,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,19,39149.31588,223.2632015,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,20,27483.64069,187.0648501,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,21,36787.62641,216.4242609,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,22,49607.37656,251.3206588,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,23,44741.22546,238.6761352,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,24,41403.92623,229.6020823,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,25,50077.33492,252.5083031,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,26,65139.79774,287.9905665,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,27,31505.05651,200.2835086,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,28,30196.31172,196.0794181,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,29,43735.87151,235.9793235,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,30,49702.558,251.5616472,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,31,48209.39917,247.7541391,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,32,57085.06841,269.5977866,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,33,69738.25104,297.9823804,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,34,30826.88876,198.1161624,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,35,31041.047,198.8031402,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,36,35169.54194,211.6110856,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,37,33158.83403,205.4729635,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,38,50285.54432,253.0326927,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,39,37888.16181,219.6376696,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,40,77215.94289,313.5512589,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,41,31433.67043,200.0564726,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,42,34669.83938,210.102381,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,43,36264.12849,214.8788553,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,44,42224.86615,231.8671373,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,45,42540.15467,232.7311908,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,46,49785.84176,251.7723227,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,47,76055.9191,311.1870881,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,48,44872.09994,239.0249612,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,49,38518.73885,221.4578549,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,50,37935.75253,219.775568,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,51,59066.03212,274.2356794,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,52,62242.71267,281.5135577,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,53,76180.84474,311.4425534,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,54,49196.9066,250.2787385,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
10,55,53045.80607,259.8846243,/app/data/Plaque 2 test/D21_B4.jpg,D21,B4,,,
11,1,46876.85901,244.3061003,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,2,58494.94349,272.9067152,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,3,56323.61689,267.7936824,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,4,38929.2088,222.6346965,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,5,38964.90184,222.7367367,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,6,69494.3486,297.4608424,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,7,41790.60083,230.6717269,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,8,52117.78703,257.6012955,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,9,46442.59369,243.1718463,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,10,54241.5229,262.7973591,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,11,36757.88221,216.3367496,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,12,36549.67281,215.7231763,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,13,40011.89768,225.7093937,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,14,43319.45271,234.8532313,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,15,41713.26591,230.4581951,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,16,41582.39143,230.0963823,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
11,17,37299.22665,217.9239555,/app/data/Plaque 2 test/D21_B5.jpg,D21,B5,,,
